"","Title","Path","Box","Distrubutor","Release Date","Genre","Runtime","MPAA","Budget","Director"
"5847","London Dreams","/movies/?id=londondreams.htm",300293,"Studio 18","October","Foreign",150,"Unrated",NA,NA
"5848","The Informers","/movies/?id=informers.htm",3e+05,"Senator Distribution","April","Drama",98,"R",NA,NA
"5849","Love's Labour's Lost","/movies/?id=loveslabourslost.htm",299792,"Miramax","June","Musical",93,"PG",13,"Kenneth Branagh"
"5850","SLC Punk!","/movies/?id=slcpunk.htm",299569,"Sony Classics","April","Unknown",97,"R",NA,NA
"5851","Cotton Mary","/movies/?id=cottonmary.htm",299432,"Artistic License","March","Unknown",NA,"R",NA,NA
"5852","Festival in Cannes","/movies/?id=festivalincannes.htm",299171,"Paramount Classics","March","Unknown",100,"PG-13",NA,NA
"5853","Christine (2016)","/movies/?id=christine201).htm",298525,"The Orchard","October","Drama",115,"R",NA,"Antonio Campos"
"5854","Go Goa Gone","/movies/?id=gogoagone.htm",298457,"Eros","May","Foreign",111,"Unrated",NA,NA
"5855","Silmido","/movies/?id=silmido.htm",298347,"Cinema Service","April","Unknown",134,"Unrated",NA,NA
"5856","Caterina in the Big City","/movies/?id=caterinainthebigcity.htm",296464,"Empire","June","Foreign",106,"Unrated",NA,NA
"5857","Room 237","/movies/?id=room237.htm",296359,"IFC","March","Documentary",103,"Unrated",NA,NA
"5858","Bonhoeffer","/movies/?id=bonhoeffer.htm",296131,"First Run","June","Documentary",93,"Unrated",NA,NA
"5859","Trixie","/movies/?id=trixie.htm",295683,"Sony / Columbia","June","Unknown",115,"R",NA,NA
"5860","Freeway","/movies/?id=freeway.htm",295493,"Roxie","August","Unknown",110,"R",3,NA
"5861","April and the Extraordinary World","/movies/?id=aprilandtheextraordinaryworld.htm",295488,"GKIDS","March","Animation",105,"PG",NA,NA
"5862","Wet Hot American Summer","/movies/?id=wethotamericansummer.htm",295206,"USA Films","July","Comedy",97,"R",NA,"David Wain"
"5863","Ixcanul","/movies/?id=ixcanul.htm",295157,"Kino Lorber","April","Drama",93,"Unrated",NA,NA
"5864","Mickey","/movies/?id=mickey.htm",294758,"Slugger Pictures","April","Unknown",90,"PG",6,NA
"5865","Adoration","/movies/?id=adoration.htm",294244,"Sony Classics","May","Drama",100,"R",NA,"Atom Egoyan"
"5866","Love and Other Catastrophes","/movies/?id=loveandothercatastrophes.htm",294212,"Fox Searchlight","March","Romantic Comedy",78,"R",NA,NA
"5867","Bliss (1997)","/movies/?id=bliss.htm",294064,"Triumph","June","Unknown",103,"R",NA,NA
"5868","Innocence (2014)","/movies/?id=innocence2014.htm",294039,"JSC Entertainment","September","Fantasy",94,"PG-13",NA,NA
"5869","A Woman in Berlin","/movies/?id=womaninberlin.htm",294014,"Strand","July","Foreign",131,"Unrated",NA,NA
"5870","The Dance of Reality","/movies/?id=danceofreality.htm",293680,"Abkco Films","May","Foreign",126,"Unrated",NA,NA
"5871","Buddies in India","/movies/?id=buddiesinindia.htm",293194,"China Lion","January","Action Comedy",99,"Unrated",NA,NA
"5872","Taxi 9211","/movies/?id=taxi9211.htm",292794,"UTV Communications","February","Foreign",125,"Unrated",NA,NA
"5873","All Over Me","/movies/?id=alloverme.htm",292577,"Fine Line","April","Drama",90,"R",NA,NA
"5874","Passengers","/movies/?id=passengers.htm",292437,"Sony / Columbia","October","Drama",94,"PG-13",NA,NA
"5875","Luminarias","/movies/?id=luminarias.htm",292309,"New Latin","May","Unknown",100,"R",NA,NA
"5876","Simon Sez","/movies/?id=simonsez.htm",292152,"Independent Artists","September","Unknown",85,"PG-13",NA,NA
"5877","Passage to Zarahemla","/movies/?id=passagetozarahemla.htm",292102,"Somerset Films","October","Fantasy",NA,"PG-13",NA,NA
"5878","The Man in 3B","/movies/?id=themanin3b.htm",291513,"Freestyle Releasing","November","Drama",93,"R",NA,NA
"5879","Carried Away","/movies/?id=carriedaway.htm",290978,"Fine Line","March","Unknown",108,"R",NA,NA
"5880","Kings and Queen","/movies/?id=kingsandqueen.htm",290973,"Wellspring","May","Foreign",150,"Unrated",NA,NA
"5881","Power and Terror: Noam Chomsky in Our Times","/movies/?id=powerandterror.htm",290767,"First Run","November","Documentary",74,"Unrated",NA,NA
"5882","The Aryan Couple","/movies/?id=aryancouple.htm",290211,"Slowhand Cinema","November","Historical Drama",120,"PG-13",NA,NA
"5883","Scratch","/movies/?id=scratch.htm",289885,"Palm","February","Documentary",92,"R",NA,NA
"5884","Shootout at Lokhandwala","/movies/?id=shootoutatlokhandwala.htm",289232,"Rainbow Films","May","Foreign",125,"Unrated",NA,NA
"5885","Antarctica: A Year on Ice","/movies/?id=antarctica2014.htm",288757,"Music Box Films","November","Documentary",91,"PG",NA,NA
"5886","Above and Beyond","/movies/?id=aboveandbeyond.htm",288751,"International Film Circuit","January","Documentary",87,"Unrated",NA,NA
"5887","Sarfarosh","/movies/?id=sarfarosh.htm",288733,"Eros","April","Unknown",NA,"Unrated",NA,NA
"5888","I Am David","/movies/?id=iamdavid.htm",288552,"Lions Gate","December","Period Drama",95,"PG",NA,NA
"5889","The Last of Robin Hood","/movies/?id=lastofrobinhood.htm",288545,"Samuel Goldwyn","August","Drama",94,"R",NA,"Richard Glatzer"
"5890","The People vs. Fritz Bauer","/movies/?id=peoplevsfritzbauer.htm",288483,"Cohen Media Group","August","Drama",105,"R",NA,NA
"5891","Last Train Home","/movies/?id=lasttrainhome.htm",288328,"Zeitgeist","September","Documentary",85,"Unrated",NA,NA
"5892","Something From Nothing: The Art of Rap","/movies/?id=artofrap.htm",288312,"Indomina Media","June","Documentary",113,"R",NA,NA
"5893","Citizen Jane","/movies/?id=citizenjane.htm",287748,"IFC","April","Documentary",93,"Not Yet Rated",NA,NA
"5894","American Pimp","/movies/?id=americanpimp.htm",287724,"7th Art","June","Documentary",87,"R",NA,"Albert Hughes"
"5895","Outrage","/movies/?id=outrage09.htm",287198,"Magnolia","May","Documentary",89,"R",NA,"Kirby Dick"
"5896","Go Away Mr. Tumor","/movies/?id=goawaymrtumor.htm",286639,"China Lion","August","Comedy",85,"Unrated",NA,NA
"5897","Karthik Calling Karthik","/movies/?id=karthikcallingkarthik.htm",286409,"Eros","February","Comedy Thriller",155,"Unrated",NA,NA
"5898","Aquarius","/movies/?id=aquarius.htm",285930,"Vitagraph","October","Drama",142,"Unrated",NA,NA
"5899","Elsa & Fred (2014)","/movies/?id=elsaandfred2014.htm",285863,"Millennium Ent.","November","Romantic Comedy",97,"PG-13",NA,NA
"5900","Code 46","/movies/?id=code46.htm",285585,"United Artists","August","Sci-Fi",92,"R",NA,"Michael Winterbottom"
"5901","No Problem","/movies/?id=noproblem.htm",285468,"Eros","December","Foreign",143,"Unrated",NA,NA
"5902","The Hero - Love Story of a Spy","/movies/?id=herolovestoryofaspy.htm",285394,"Video Sound","April","Unknown",NA,"Unrated",NA,NA
"5903","You Will Be My Son","/movies/?id=youwillbemyson.htm",285151,"Cohen Media Group","August","Foreign",102,"R",NA,NA
"5904","Citizen Ruth","/movies/?id=citizenruth.htm",285112,"Miramax","December","Unknown",102,"R",NA,"Alexander Payne"
"5905","Marius and Jeannette","/movies/?id=mariusandjeannette.htm",285038,"New Yorker","April","Foreign",105,"Unrated",NA,NA
"5906","Only Human","/movies/?id=onlyhuman.htm",284961,"Magnolia","June","Foreign",88,"R",NA,NA
"5907","Dil Kya Kare","/movies/?id=dilkyakare.htm",284856,"Eros","September","Unknown",NA,"Unrated",NA,NA
"5908","Cyclo","/movies/?id=cyclo.htm",284692,"Lions Gate","August","Foreign",123,"Unrated",NA,NA
"5909","The Anonymous People","/movies/?id=anonymouspeople.htm",284147,"Alive Mind Cinema","August","Documentary",NA,"Unrated",NA,NA
"5910","Ten Canoes","/movies/?id=tencanoes.htm",283654,"Palm","June","Foreign",90,"Unrated",NA,NA
"5911","Theeb","/movies/?id=theeb.htm",283024,"Film Movement","November","Adventure",100,"Unrated",NA,"Naji Abu Nowar"
"5912","The Duchess of Langeais","/movies/?id=duchessoflangeais.htm",282749,"IFC","February","Unknown",130,"Unrated",NA,NA
"5913","The Interrupters","/movies/?id=interrupters.htm",282448,"Cinema Guild","July","Documentary",125,"Unrated",NA,NA
"5914","White God","/movies/?id=whitegod.htm",282358,"Magnolia","March","Foreign",119,"R",NA,NA
"5915","Irma Vep","/movies/?id=irmavep.htm",282310,"Zeitgeist","April","Foreign",96,"Unrated",NA,NA
"5916","The King","/movies/?id=king.htm",282183,"ThinkFilm","May","Drama",106,"R",NA,NA
"5917","Wide Awake","/movies/?id=wideawake.htm",282175,"Miramax","March","Unknown",88,"PG",6,"M. Night Shyamalan"
"5918","Green Dragon","/movies/?id=greendragon02.htm",281803,"Silver Nitrate","May","Drama",111,"PG-13",NA,NA
"5919","A Borrowed Identity","/movies/?id=aborrowedidentity.htm",281540,"Strand","June","Drama",104,"Unrated",NA,"Eran Riklis"
"5920","Life During Wartime","/movies/?id=lifeduringwartime.htm",281447,"IFC","July","Comedy / Drama",98,"R",45,"Todd Solondz"
"5921","That Evening Sun","/movies/?id=thateveningsun.htm",281350,"Freestyle Releasing","November","Drama",110,"PG-13",NA,NA
"5922","Kundo: Age of the Rampant","/movies/?id=kundo.htm",280958,"Well Go USA","August","Foreign",135,"Unrated",NA,NA
"5923","Hate (La Haine)","/movies/?id=hate.htm",280859,"Gramercy","February","Foreign",96,"Unrated",NA,NA
"5924","The Battle of Shaker Heights","/movies/?id=battleofshakerheights.htm",280351,"Miramax","August","Comedy",85,"PG-13",NA,NA
"5925","Mad Love (2002)","/movies/?id=madlove02.htm",280046,"Sony Classics","August","Unknown",120,"R",NA,NA
"5926","Twice Upon a Yesterday","/movies/?id=twiceuponayesterday.htm",279757,"Trimark","May","Romantic Comedy",91,"R",NA,NA
"5927","Blancanieves","/movies/?id=blancanieves.htm",279735,"Cohen Media Group","March","Foreign",104,"PG-13",NA,NA
"5928","American Hardcore","/movies/?id=americanhardcore.htm",279665,"Sony Classics","September","Documentary",100,"R",NA,NA
"5929","20,000 Days on Earth","/movies/?id=20000daysonearth.htm",279558,"Drafthouse","September","Documentary",97,"Unrated",NA,NA
"5930","Christmas in the Clouds","/movies/?id=christmasintheclouds.htm",279225,"Slowhand Cinema","November","Romantic Comedy",96,"PG",3,NA
"5931","Bully (2012)","/movies/?id=bullyproject.htm",279202,"Weinstein Company","March","Documentary",98,"Unrated",NA,NA
"5932","Smiling Fish & Goat on Fire","/movies/?id=smilingfishandgoatonfire.htm",278492,"Stratosphere","August","Unknown",90,"R",NA,NA
"5933","Tokyo Sonata","/movies/?id=tokyosonata.htm",278356,"Regent Releasing","March","Foreign",119,"PG-13",NA,NA
"5934","The Tempest","/movies/?id=tempest10.htm",277943,"Miramax","December","Romance",110,"PG-13",20,"Julie Taymor"
"5935","Chasing Trane: The John Coltrane Documentary","/movies/?id=chasingtrane.htm",277775,"Abramorama","April","Documentary",99,"Not Yet Rated",NA,NA
"5936","Solas","/movies/?id=solas.htm",277596,"IDP","September","Unknown",98,"R",NA,NA
"5937","In the Name of my Daughter","/movies/?id=inthenameofmydaughter.htm",277528,"Cohen Media Group","May","Foreign",116,"R",NA,NA
"5938","My Cousin Rachel","/movies/?id=mycousinrachel.htm",277000,"Fox Searchlight","June","Romance",106,"PG-13",NA,"Roger Michell"
"5939","Soul Kitchen","/movies/?id=soulkitchen.htm",276901,"IFC","August","Foreign",99,"Unrated",NA,NA
"5940","The Unknown Known","/movies/?id=unknownknown.htm",276497,"Radius-TWC","April","Documentary",102,"PG-13",NA,NA
"5941","Beefcake","/movies/?id=beefcake.htm",276259,"Strand","October","Unknown",93,"Unrated",NA,NA
"5942","Valentin","/movies/?id=valentin.htm",275968,"Miramax","May","Foreign",86,"PG-13",NA,NA
"5943","Morning Light","/movies/?id=morninglight.htm",275497,"Buena Vista","October","Documentary",97,"PG",NA,NA
"5944","Mesrine: Public Enemy No. 1","/movies/?id=mesrine2.htm",275387,"Music Box Films","September","Crime Thriller",133,"R",NA,NA
"5945","Southland Tales","/movies/?id=southlandtales.htm",275380,"Samuel Goldwyn","November","Sci-Fi",144,"R",NA,"Richard Kelly"
"5946","Pinero","/movies/?id=pinero.htm",275171,"Miramax","December","Drama",94,"R",NA,"Leon Ichaso"
"5947","Hey Ram","/movies/?id=heyram.htm",274675,"Eros","February","Unknown",186,"Unrated",NA,NA
"5948","Taxi to the Dark Side","/movies/?id=taxitothedarkside.htm",274661,"ThinkFilm","January","Documentary",106,"R",NA,NA
"5949","One Two Three","/movies/?id=onetwothree08.htm",274589,"Eros","March","Foreign",137,"Unrated",NA,NA
"5950","Main Tera Hero","/movies/?id=mainterahero.htm",274579,"Eros","April","Foreign",100,"Unrated",NA,NA
"5951","Amen","/movies/?id=amen.htm",274299,"Kino","January","Unknown",132,"Unrated",NA,NA
"5952","Dirty","/movies/?id=dirty.htm",274245,"Silver Nitrate","January","Crime Thriller",97,"R",3,NA
"5953","The Best of Youth","/movies/?id=bestofyouth.htm",274024,"Miramax","March","Foreign",366,"R",NA,NA
"5954","Planet B-Boy","/movies/?id=planetbboy.htm",273870,"Elephant Eye Films","March","Documentary",101,"Unrated",NA,"Benson Lee"
"5955","Rascals","/movies/?id=rascals.htm",273829,"Eros","October","Foreign",128,"Unrated",NA,NA
"5956","The Black Power Mix Tape: 1967-1975","/movies/?id=blackpowermixtape.htm",273749,"IFC","September","Documentary",92,"Unrated",NA,NA
"5957","The Swan Princess II","/movies/?id=swanprincess2.htm",273644,"Legacy","July","Animation",75,"G",NA,NA
"5958","The Rules of the Game (re-issue)","/movies/?id=rulesofthegame07.htm",273641,"Janus Films","October","Foreign",110,"Unrated",NA,"Jean Renoir"
"5959","Paradise Lost","/movies/?id=paradiselost.htm",272750,"Creative Thinking","September","Documentary",150,"Unrated",NA,NA
"5960","Unhook the Stars","/movies/?id=unhookthestars.htm",272542,"Miramax","November","Unknown",103,"R",NA,"Nick Cassavetes"
"5961","Countdown to Zero","/movies/?id=countdowntozero.htm",272040,"Magnolia","July","Documentary",90,"PG",NA,NA
"5962","Tera Mera Ki Rishta","/movies/?id=teramerakirishta.htm",271942,"Eros","April","Foreign",166,"Unrated",NA,NA
"5963","Seven Samurai (re-issue)","/movies/?id=sevensamurai02.htm",271841,"Cowboy","August","Foreign / Action",207,"Unrated",NA,NA
"5964","Night Moves","/movies/?id=nightmoves.htm",271755,"Cinedigm Entertainment","May","Thriller",112,"R",NA,"Kelly Reichardt"
"5965","Love on the Cloud (Wei Ai)","/movies/?id=loveonthecloud.htm",271734,"China Lion","December","Foreign",135,"Unrated",NA,NA
"5966","Deep Water","/movies/?id=deepwater.htm",271143,"IFC","August","Documentary",93,"PG",NA,NA
"5967","Night of the Living Dead 3D","/movies/?id=nightofthelivingdead3d.htm",271000,"Midnight Movies Entertainment","November","Horror",80,"R",NA,NA
"5968","Himmatwala","/movies/?id=himmatwala.htm",270880,"UTV Communications","March","Foreign / Action",150,"Unrated",NA,NA
"5969","Waking the Dead","/movies/?id=wakingthedead.htm",270745,"USA Films","March","Unknown",106,"R",NA,"Keith Gordon"
"5970","7 Khoon Maaf","/movies/?id=7khoonmaaf.htm",270207,"UTV Communications","February","Foreign",137,"Unrated",NA,NA
"5971","This Old Cub","/movies/?id=thisoldcub.htm",270014,"Emerging Pictures","March","Documentary",91,"Unrated",NA,NA
"5972","Surfwise","/movies/?id=surfwise.htm",269994,"Magnolia","May","Documentary",93,"R",NA,NA
"5973","Kingsglaive: Final Fantasy: XV","/movies/?id=kingsglaive.htm",269980,"Vertical Entertainment","August","Animation",110,"PG-13",NA,NA
"5974","Lucia, Lucia","/movies/?id=lucialucia.htm",269586,"Fox Searchlight","July","Foreign",109,"R",NA,NA
"5975","Foxfire","/movies/?id=foxfire.htm",269300,"Samuel Goldwyn","August","Unknown",101,"R",NA,NA
"5976","My Golden Days","/movies/?id=mygoldendays.htm",269144,"Magnolia","March","Drama",123,"R",NA,NA
"5977","King of California","/movies/?id=kingofcalifornia.htm",268461,"First Look","September","Drama",96,"PG-13",NA,NA
"5978","Harvard Beats Yale 29-29","/movies/?id=HARVARDBEATSYALE2929.HTM",268431,"Kino","November","Documentary",105,"Unrated",NA,NA
"5979","Taxi (1998)","/movies/?id=taxi98.htm",268254,"Lions Gate","November","Unknown",86,"Unrated",NA,NA
"5980","Psycho Beach Party","/movies/?id=psychobeachparty.htm",268117,"Strand","August","Horror Comedy",95,"Unrated",NA,NA
"5981","Conan O'Brien Can't Stop","/movies/?id=conanobriencantstop.htm",267965,"Abramorama","June","Documentary",89,"R",NA,NA
"5982","Morvern Callar","/movies/?id=morverncallar.htm",267907,"Cowboy","December","Unknown",97,"Unrated",NA,"Lynne Ramsay"
"5983","Honeydripper","/movies/?id=honeydripper.htm",267880,"Emerging Pictures","December","Music Drama",123,"PG-13",NA,"John Sayles"
"5984","Waking Up in Reno","/movies/?id=wakingupinreno.htm",267109,"Miramax","October","Romantic Comedy",100,"R",NA,NA
"5985","Yossi and Jagger","/movies/?id=yossiandjagger.htm",267005,"Strand","September","Unknown",65,"R",NA,NA
"5986","The Lucky Ones","/movies/?id=luckyones.htm",266967,"Lionsgate","September","Comedy / Drama",115,"R",NA,"Neil Burger"
"5987","Munger Road","/movies/?id=mungerroad.htm",266689,"Freestyle Releasing","September","Horror",86,"PG-13",NA,NA
"5988","Rosetta","/movies/?id=rosetta.htm",266665,"USA Films","November","Unknown",95,"R",NA,NA
"5989","The Love Punch","/movies/?id=lovepunch.htm",266588,"Ketchup Entertainment","May","Comedy",95,"PG-13",NA,NA
"5990","Nil by Mouth","/movies/?id=nilbymouth.htm",266130,"Sony Classics","February","Unknown",128,"R",9,NA
"5991","Hollow Reed","/movies/?id=hollowreed.htm",265732,"Lions Gate","April","Drama",103,"R",NA,NA
"5992","Life of Crime","/movies/?id=lifeofcrime.htm",265452,"Roadside Attractions","August","Comedy",94,"R",NA,NA
"5993","The TV Set","/movies/?id=tvset.htm",265198,"ThinkFilm","April","Comedy",87,"R",NA,"Jake Kasdan"
"5994","The Grocer's Son","/movies/?id=grocersson.htm",264889,"Film Movement","June","Foreign",96,"Unrated",NA,NA
"5995","Beautiful People","/movies/?id=beautifulpeople.htm",264292,"Trimark","February","Comedy",107,"R",NA,NA
"5996","Phil Ochs: There But For Fortune","/movies/?id=philochs.htm",263723,"First Run","January","Documentary",97,"Unrated",NA,NA
"5997","Elevator to the Gallows (Re-issue)","/movies/?id=elevatortothegallows.htm",263404,"Rialto","June","Foreign",88,"Unrated",NA,NA
"5998","Brand Upon the Brain!","/movies/?id=branduponthebrain.htm",263200,"Vitagraph","May","Drama",95,"Unrated",NA,NA
"5999","Flirt","/movies/?id=flirt.htm",263192,"Lions Gate","August","Unknown",85,"R",NA,NA
"6000","Life and Debt","/movies/?id=lifeanddebt.htm",263107,"New Yorker","June","Documentary",86,"Unrated",NA,NA
"6001","The Family Fang","/movies/?id=thefamilyfang.htm",262921,"Starz Media","April","Comedy",105,"R",NA,"Jason Bateman"
"6002","Ernest & Celestine","/movies/?id=ernestandcelestine.htm",262075,"GKIDS","February","Animation",80,"PG",NA,NA
"6003","Minimalism: A Documentary About the Important Things","/movies/?id=minimalism.htm",261865,"Gathr Films","May","Documentary",79,"Unrated",NA,NA
"6004","Steep","/movies/?id=steep.htm",260586,"Sony Classics","December","Documentary",92,"PG",NA,NA
"6005","Under Suspicion","/movies/?id=undersuspicion.htm",260562,"Lions Gate","September","Unknown",110,"R",25,"Stephen Hopkins"
"6006","Stone Reader","/movies/?id=stonereader.htm",260523,"Jet Films","February","Unknown",127,"PG-13",NA,NA
"6007","Hitchcock/Truffaut","/movies/?id=hitchcocktruffaut.htm",260430,"Cohen Media Group","December","Documentary",80,"PG-13",NA,"Kent Jones"
